Position,ID,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,realAbbrev
TE,M.Pruitt,MyCole Pruitt,2500,Min@Det 01:00PM ET,0,Min,MIN
TE,C.Brate,Cameron Brate,2500,TB@Was 01:00PM ET,0.567,TB,TB
TE,W.Tye,Will Tye,2500,Dal@NYG 04:25PM ET,4.333,NYG,NYG
TE,C.Ford,Chase Ford,2500,Min@Det 01:00PM ET,0,Min,MIN
TE,C.Walford,Clive Walford,2500,Oak@SD 04:05PM ET,1.36,Oak,OAK
TE,C.Fiedorowicz,C.J. Fiedorowicz,2500,Hou@Mia 01:00PM ET,3.233,Hou,HOU
TE,B.Parker,Brian Parker,2500,Pit@KC 01:00PM ET,0,KC,KC
TE,D.Harris,Demetrius Harris,2500,Pit@KC 01:00PM ET,0.583,KC,KC
TE,N.Boyle,Nick Boyle,2500,Bal@Ari 08:30PM ET,2.3,Bal,BAL
TE,T.Niklas,Troy Niklas,2500,Bal@Ari 08:30PM ET,0.383,Ari,ARI
TE,P.Supernaw,Phillip Supernaw,2500,Atl@Ten 01:00PM ET,0,Ten,TEN
TE,J.James,Jesse James,2500,Pit@KC 01:00PM ET,0,Pit,PIT
TE,D.Carrier,Derek Carrier,2500,TB@Was 01:00PM ET,4.2,Was,WAS
TE,G.Swaim,Geoff Swaim,2500,Dal@NYG 04:25PM ET,0.5,Dal,DAL
TE,E.Bibbs,E.J. Bibbs,2500,Cle@StL 01:00PM ET,0,Cle,CLE
DST,R.,Raiders ,2400,Oak@SD 04:05PM ET,7,Oak,OAK
DST,R.,Rams ,2400,Cle@StL 01:00PM ET,9.6,StL,STL
DST,J.,Jaguars ,2400,Buf@Jax 09:30AM ET,3,Jax,JAC
DST,B.,Browns ,2300,Cle@StL 01:00PM ET,6.167,Cle,CLE
DST,C.,Colts ,2300,NO@Ind 01:00PM ET,6,Ind,IND
TE,C.Helfet,Cooper Helfet,2500,Sea@SF 08:25PM ET,0,Sea,SEA
DST,S.,Saints ,2000,NO@Ind 01:00PM ET,6.333,NO,NO
