name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
E.Goldman,00-0031551,no,CHI,NT,2,0,0,0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Anderson,00-0031902,no,CHI,N/A,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Fitzpatrick,00-0023682,yes,NYJ,QB,,,,,,,,,,,,,,,,,,,,,,,,,26,19,1,2,0,0,253,,,,,,,,,,,,,,,,,,4,18,18,1,0,0,31
Z.Stacy,00-0030536,yes,NYJ,RB,,,,,,,,,,,,,,,,,,,,23,25,0,2,0,,,,,,,,,,,,,,,,,,12,0,2,0,0,0,15,13,18,0,0,0,0,46
B.Powell,00-0028064,yes,NYJ,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,4,2,0,0,0,0,-2
C.Ivory,00-0027531,yes,NYJ,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,3,0,0,0,50,20,54,1,1,0,0,146
Q.Enunwa,00-0031023,yes,NYJ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,2,0,0,0,17,,,,,,,
B.Marshall,00-0024334,yes,NYJ,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,7,1,0,0,111,,,,,,,
E.Decker,00-0027690,yes,NYJ,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,4,1,0,0,59,,,,,,,
N.Folk,00-0025565,yes,NYJ,K,,,,,,,,,,,3,2,39,6,4,0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Quigley,00-0029493,yes,NYJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,49,1,49,,,,,,,,,,,,,,,,,,,
K.Davis,00-0026298,yes,NYJ,TE,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Reilly,00-0031000,yes,NYJ,OLB,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kerley,00-0028091,yes,NYJ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,0,3,0,,,,,,,,,,,,,,
D.Harris,00-0025434,yes,NYJ,ILB,6,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Coples,00-0029559,yes,NYJ,OLB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harrison,00-0029040,yes,NYJ,NT,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Davis,00-0029607,yes,NYJ,ILB,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Cromartie,00-0024234,yes,NYJ,CB,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Pryor,00-0031343,yes,NYJ,SS,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Barnes,00-0029940,yes,NYJ,DT,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McDougle,00-0031414,yes,NYJ,CB,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Skrine,00-0028075,yes,NYJ,DB,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
